,0,1,2,3
0,7.660904271237117,3.822564808943401,10.444389037465836,9.244238202809363
1,7.592811345738653,10.469376401022979,10.395681875665662,8.730050240728223
2,8.345699022168759,12.31511103961417,6.017568681256049,8.914323751828743
3,9.65209604291877,7.501816330718022,14.663006666692969,10.263963007395384
4,9.066630113839269,10.370360294643547,9.725718473411906,7.377666852472601
5,13.165718341264979,11.183105399920917,8.999866960963134,14.637352417179253
6,14.116316375034817,11.679714731864957,12.929033206831752,8.966165679013184
7,10.295259613901086,10.587255404521283,12.72333679671134,10.689437517576605
8,10.72597385746646,9.047477101226407,8.12878349392398,13.210318315035071
9,7.030508956201262,13.49692650523556,11.813811261671209,8.23066067649707
10,11.661806615357936,6.902494368155139,8.903235052380454,8.0288020113154
11,12.475077133555681,13.022474938606686,10.131904099083343,16.546089933733697
12,11.167684887021545,11.94226705307861,10.235639647278692,10.28088356023614
13,15.96065593468345,14.978488217598084,8.938356458560426,7.889749301251491
14,10.739843990598155,11.355520419258447,17.176448664320716,7.11810060059743
15,15.072081402923995,5.165924416845694,12.01508736466042,10.681078064415438
16,8.174533950151195,7.782497773827954,12.105434389078784,9.583080889214388
17,9.027530023681091,8.011059067021709,11.460013411168669,10.029383998339222
18,8.874893209922423,10.301114772897668,10.848832168738273,11.533100944621182
19,5.332824726968449,10.804718235644582,10.136157155494715,11.174827181302408
20,8.531845398198403,7.81177931604506,11.920023699580062,10.39154285432739
21,10.448001042603002,7.653484099940627,10.473063643931392,12.565103000728861
22,6.62957332284911,12.715894703414337,5.3380505561668325,12.256622007434029
23,7.063430985280127,17.861389328787265,6.386161350630195,14.286127516671064
24,10.36267142642653,5.069389586888515,4.541054768055693,7.537730959231173
25,10.568197895561795,7.683419469425949,9.827797943948559,12.176795845038331
26,8.721819337123017,7.8024108084035575,11.189096619275201,5.091349351198871
27,8.407993725068769,10.480649510887304,10.76451471959042,7.417312864482955
28,14.11874480568309,8.080257949361314,11.157885339660915,13.377912644811069
29,11.577353327018916,13.915308024982451,11.398785405878224,9.1218189660988
30,11.17335103314336,14.954795245750283,10.859529388919832,9.36425876388958
31,11.663433524377247,9.417987895703194,5.987474844214452,12.203679971046329
32,12.282862851356036,14.555578913599204,10.868194194175151,18.138375335478436
33,4.135074250285084,7.511818681925664,3.8552908173896725,7.232665744124406
34,10.325617198479113,10.18892864022972,8.552987449845743,16.62794719603484
35,11.454884025920459,6.725010248178024,5.65974860344804,13.64004776834097
36,7.7922209268679135,11.016052284544044,12.574794715241513,7.953900044597459
37,10.003715612107703,19.286937830077612,10.743263107075917,13.553752029145436
38,7.214710621088118,6.349143394844513,11.768666234513052,8.803513447385939
39,7.37533034596233,8.389365648125182,11.258652191032251,7.876809609154469
40,8.719308944882922,8.028075403644522,7.248621239642581,11.03504696123161
41,13.599265928636976,11.13901534698803,3.14592405819773,12.347776675268463
42,11.06682906285085,15.930850800058746,8.571506459295593,14.652002286464935
43,14.425348972415307,8.953380634251904,13.93272406734015,10.10874404874072
44,6.352559055939974,9.359069132283862,8.941590189261493,6.547910845125498
45,11.390953843639595,9.775099900466932,9.417129151891935,13.82898029501158
46,10.911319882345431,6.956926711963783,3.250046512363829,5.433918386274986
47,11.213505282311933,5.96114341701982,15.375398243740541,8.550197559410783
48,8.70688549459532,8.568382104329624,7.035299215926054,5.04509675614621
49,5.254595513922581,11.609318502573215,11.561599182732108,7.608103066912063
